root_id,processed_labels
720575940640322136,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940640334976,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940640342656,['T3; FBbt_00003730']
720575940640345176,['(new type) Medulla Lobula 106_M67-L6; ML106_M67-L6']
720575940640345216,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940640351566,['Tm16; Transmedullary neuron 16; FBbt_00003804']
720575940640355456,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940640355536,['T5b; FBbt_00003738']
720575940640360576,['T2; FBbt_00003728']
720575940640386176,['Lamina monopolar 5; L5']
720575940640414416,['T5c; FBbt_00003739']
720575940640422016,['DNg']
720575940640424526,"['Lamina monopolar cell 3, L3, FBbt_00003721 (Fischbach & Dittrich, 1989), missing soma and dentrites']"
720575940640425806,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940640427086,['Lamina monopolar 2; L2']
720575940640475856,['T4c; FBbt_00003734']
720575940640480856,['Retinula axon 7/8; R7/8']
720575940640491096,['Tm6; Transmedullary neuron 6; FBbt_00003794']
720575940640500276,['T5c; FBbt_00003739']
720575940640515416,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940640525776,['T5c; FBbt_00003739']
720575940640529616,['Lamina monopolar 3; L3']
720575940640541016,['Retinula axon; R1-6']
720575940640548696,['Retinula axon: R7']
720575940640550016,['T5c; FBbt_00003739']
720575940640553816,['T5c; FBbt_00003739']
720575940640570496,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940640587136,['Mi2; Medullary intrinsic neuron 2; FBbt_00003777']
720575940640610136,['Retinula axon 1-6; R1-6']
720575940640610256,['(new type) Serpentine Distal Medulla 102_467; SDm102_467']
720575940640611416,['Retinula axon; R1-6']
720575940640620376,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940640624216,['MeSps_unknown_2']
720575940640630736,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940640632016,['T5a; FBbt_00003737']
720575940640633296,['T4a; FBbt_00003732']
720575940640647296,"['Retinula axon; R1-6', 'Retinula Axon']"
720575940640667736,['T4c; FBbt_00003734']
720575940640675456,['Retinula axon 1-6; R1-6']
720575940640681816,['Retinula axon; R1-6']
720575940640687056,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940640699856,"['T5c', 'T5']"
720575940640707536,"['T5b', 'T5']"
720575940640715096,['T4b; FBbt_00003733']
720575940640727896,['Centrifugal 3; C3']
720575940640729216,['(new type) Medulla Tangential Intrinsic 121_7; Mti121_7']
720575940640735576,"['Dm3v', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940640748376,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940640750976,"['(new type) Lobula Intrinsic 101_23; Li101_23', 'Lobula intrinsic 18; Li18']"
720575940640758616,['Lamina monopolar 2; L2']
720575940640760016,['JO-F']
720575940640766336,['(new type) Lobula Columnar 107_L56-mALC2.LPLC4.Li108a; LC107_L56-mALC2.LPLC4.Li108a']
720575940640771536,['Lamina monopolar 3; L3']
720575940640772696,"['Retinula axon; R1-6', 'Retinula axon; R']"
720575940640775376,"['(new type) Transmedullary 113_M68-L5; Tm113_M68-L5', '(new type) Transmedullary 108_M68-L5; Tm108_M68-L5', '(new type) Transmedullary 103_M6-L5; Tm103_M6-L5']"
720575940640793216,['Retinula axon; R1-6']
720575940640843216,['T4a; FBbt_00003732']
720575940640843316,['JO-B']
720575940640844376,['Retinula axon; R8']
720575940640854656,['T2a; FBbt_00003729']
720575940640871376,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940640880216,['TmY10; Transmedullary Y neuron 10; FBbt_00003828']
720575940640881616,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940640885336,['Retinula axon; R1-6']
720575940640885376,['Retinula axon; R1-6']
720575940640886616,['MeTu4b']
720575940640889176,['aIPg4']
720575940640891736,['CRE005 like']
720575940640893056,['Retinula axon; R1-6']
720575940640902096,['T2; FBbt_00003728']
720575940640905936,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940640940496,['Lamina monopolar 5; L5']
720575940640953296,['Lamina monopolar 5; L5']
720575940640955776,['Retinula axon; R1-6']
720575940640966016,['(new type) Medulla Intrinsic 104_1468; Mi104_1468']
720575940640966096,['Lamina monopolar 5; L5']
720575940640987776,"['Lobula Columnar Neuron LC17, FBbt_00111752']"
720575940640994176,['Retinula axon; R1-6']
720575940640995536,['T5b']
720575940640996736,['Retinula axon; R7']
720575940641010896,['medial ocellar retinula cell']
720575940641014656,['Retinula axon; R1-6']
720575940641015936,['Retinula axon; R1-6']
720575940641030016,['Retinula axon; R1-6']
720575940641031376,"['Dm3q', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940641035216,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940641049296,"['Transmedullary Y11; TmY11', 'Transmedullary Y 5a; TmY5a']"
720575940641114676,['T2a; FBbt_00003729']
720575940641115776,"['Retinula axon; R8', 'Retinula axon; R']"
720575940641132416,['Retinula axon; R1-6']
720575940641153076,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940641158016,['Lamina monopolar 5; L5']
720575940641169536,['Lamina monopolar 2; L2']
720575940641173376,['protocerebral bridge 1 glomerulus-fan-shaped body-ventral gall surround neuron; AMPG-E; EB.w-AMP.d-D_GAsurround; P-F-Gs; FBbt_00111457']
720575940641195216,['Retinula axon; R1-6']
720575940641202816,"['(new type) Transmedullary 113_M68-L5; Tm113_M68-L5', '(new type) Transmedullary 108_M68-L5; Tm108_M68-L5', '(new type) Transmedullary 100_M68-L5; Tm100_M68-L5']"
720575940641216976,"['LPLC4, lobula plate-lobula columnar neuron 4, FBbt_00111765']"
720575940641227136,"['LPLC4, lobula plate-lobula columnar neuron 4, FBbt_00111765']"
720575940641259136,['Lamina intrinsic; Lai']
720575940641270736,"['Distal medullary 2; Dm2', 'Dm2']"
720575940641274676,"['T2a; FBbt_00003729', 'T2']"
720575940641292496,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940641297616,['T5b; FBbt_00003738']
720575940641302736,"['Centrifugal neuron 3, C3, C3, FBbt_00003744 (Fischbach & Dittrich, 1989)']"
720575940641329616,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940641350096,['Tm1a; Transmedullary neuron 1a; FBbt_00048135']
720575940641352656,['Retinula axon; R1-6']
720575940641359776,"['WED-VLP', 'aIP5a']"
720575940641369296,"['AL local neuron, ALLN']"
720575940641400016,['(new type) Medula Lobula 102_M24-L45; ML102_M24-L45']
720575940641423056,['T4c; FBbt_00003734']
720575940641457616,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940641466576,['Retinula axon; R1-6']
720575940641476916,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940641484496,['Lamina monopolar 4; L4']
720575940641512656,['Lamina monopolar 1; L1']
720575940641542096,['Retinula axon; R1-6']
720575940641575376,"['Tm1; Transmedullary neuron 1; FBbt_00003789', 'Transmedullary neuron 1, Tm1, [FBbt_00003789] (Fischbach & Dittrich, 1989)']"
720575940641579316,['T5c; FBbt_00003739']
720575940641618896,['Lamina monopolar 2; L2']
720575940641626056,['GNG_pr01']
720575940641648436,['T4c; FBbt_00003734']
720575940641656116,['T4c; FBbt_00003734']
720575940641657396,['T4a; FBbt_00003732']
720575940641658676,"['transmedullary neuron Tm9, Cholinergic, FBbt_00003797']"
720575940641659956,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940641663696,['TuBu03']
720575940641679056,['T4a; FBbt_00003732']
720575940641703376,"['Dm9; Distal medullary amacrine neuron 9; FBbt_00111271', 'Distal medulla 9; Dm9']"
720575940641704656,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940641806536,['Lobula Columnar neuron 12; LC12; Lcn12; FBbt_00100484']
720575940641845556,"['Distal medullary 2; Dm2', 'Dm2']"
720575940641947336,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940641963936,"['unclassified_IN_FW_363', 'DM6_lateral', 'pIP13a, put_PVM05h']"
720575940642066376,['LLPC1']
720575940642076576,['H2rn (H2 recurrent neuron; new cell naming in ongoing Chiappe Lab project. Part of comprehensive LPTC synaptic partner tracing)']
720575940642134216,['LALv1']
720575940642177696,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940642199496,['LALv1']
720575940642312136,"['DNp', 'oviDNa']"
720575940642325556,"['Transmedullary Y neuron 17, TmY17 (A. Nern naming system)']"
720575940642337696,['PS099 (Part of comprehensive LPTC synaptic partner tracing by Chiappe Lab)']
720575940642369736,['DNg']
720575940642435636,['Y3; FBbt_00003914']
720575940642445876,['Tm5c; Transmedullary neuron 5c; FBbt_00110074']
720575940642467636,['T5b; FBbt_00003738']
720575940642492576,"['ALPN, DM5_lPN', 'ALl1_dorsal']"
720575940642495176,['SLPal5']
720575940642526756,['mAL7']
720575940642533156,"['pIP14, put_PVL08j']"
720575940642552736,['TmY20; Transmedullary Y neuron 20']
720575940642592416,"['PAM13, B`1ap']"
720575940642596256,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940642604596,"['TmY3; Transmedullary Y neuron 3; FBbt_00003820', 'TmY 3, Transmedullary Y']"
720575940642604836,['MeTu1']
720575940642612896,['C3']
720575940642638496,['T4a; FBbt_00003732']
720575940642642996,"['transmedullary neuron Tm9, Cholinergic, FBbt_00003797']"
720575940642648116,['T5b; FBbt_00003738']
720575940642662196,['Y3; FBbt_00003914']
720575940642699976,['T4b; FBbt_00003733']
720575940642701256,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940642701876,['transmedullary neuron Tm9; Cholinergic; FBbt_00003797']
720575940642781236,['L1']
720575940642795316,['Transmedullary 25; Tm25']
720575940642841636,['Retinula axon; R8']
720575940642842676,"['transmedullary neuron Tm9, Cholinergic, FBbt_00003797']"
720575940642858036,['T3; FBbt_00003730']
720575940642877896,['Transmedullary Y 5a; TmY5a']
720575940642898376,"['lobula columnar neuron LC18, FBbt_00111753']"
720575940642939956,['T5a; FBbt_00003737']
720575940642942516,['T3; FBbt_00003730']
720575940642947636,"['Tm4; Transmedullary neuron 4; FBbt_00003792', 'Tm4, Transmedullary']"
720575940642962286,"['ALPN, multi_adPN']"
720575940642968776,"['ORN_V; Gr21a; Gr63a; FBbt_00067064', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940642979876,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940643020836,"['ER2_c', 'ER2', 'ER2c; ER2c_half; ER2c: Hulse, 2020']"
720575940643028936,['LAL032']
720575940643035336,['LALv1']
720575940643085216,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940643125636,['Retinula axon; R1-6']
720575940643127496,['T2; FBbt_00003728']
720575940643136456,['T4a; FBbt_00003732']
720575940643157796,['(new type) Lobula Tangential VCN 101_L56-CB0205.Li__to__LC12__to__Tm8a.Li__to__LC15.Li__to__Y3; Lt-VCN101_L56-CB0205.Li__to__LC12__to__Tm8a.Li__to__LC15.Li__to__Y3']
720575940643251236,['TuBu01']
720575940643258916,"['BM_InOm', 'eye_MSB_FW_20']"
720575940643259336,['DM4_medial']
720575940643339976,['DM6_dorsal']
720575940643345096,['T1']
720575940643346336,['LALv1']
720575940643347616,"['descending_FW_44', 'DNp']"
720575940643373216,['T3; FBbt_00003730']
720575940643401326,['LC10']
720575940643425646,"['Tm2: Transmedullary neuron 2; FBbt_00003790', 'Transmedullary 2; Tm2']"
720575940643439396,['L4 Lamina Monopolar']
720575940643449636,['T5c; FBbt_00003739']
720575940643459016,"['Y12', 'Y1']"
720575940643467886,"['uLPTCrn (unilateral lobula plate tangential cell recurrent neuron; new cell naming in ongoing Chiappe Lab project. Part of comprehensive LPTC synaptic partner tracing), hemibrain PS070/PS071/PS072/PS073/PS074', 'LALv1']"
720575940643470116,['Centrifugal 2; C2']
720575940643477796,"['ORN_DL1; Or10a; FBbt_00067013', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940643515296,['T4c; FBbt_00003734']
720575940643532836,['Transmedullary 8; Tm8']
720575940643539566,"['IPC, insulin-producing cell', 'median neurosecretory cell', 'IPCa', 'PI', 'pars intercerebralis', 'ADM09']"
720575940643576196,"['Dm2', 'Dm2a; Dm2']"
720575940643576736,['Transmedullary 20; Tm20']
720575940643613856,['MeTu1']
720575940643615086,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940643615796,"['T2a; FBbt_00003729', 'T2; FBbt_00003728']"
720575940643619636,['Distal medulla 8; Dm8']
720575940643620256,['Lamina monopolar 3; L3']
720575940643656046,['(new type) Lobula Plate Tangential 101_24; Lpt101_24']
720575940643661256,['T3; FBbt_00003730']
720575940643671456,['T5d; FBbt_00003740']
720575940643672776,['Transmedullary Y 5a; TmY5a']
720575940643696676,['T4b; FBbt_00003733']
720575940643707246,"['VP4 / Ir40a ORN', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940643717536,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940643736776,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940643746356,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940643757216,['Tm1a; Transmedullary neuron 1a; FBbt_00048135']
720575940643763656,"['transmedullary neuron Tm9, Cholinergic, FBbt_00003797']"
720575940643790446,"['BM_InOm', 'eye_dorsal_MSB_FW_1']"
720575940643791816,['Y1; FBbt_00003912']
720575940643799456,['tm21']
720575940643812296,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940643826996,"['L4, Lamina monopolar']"
720575940643842976,"['Dm3v', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940643848836,"['Distal medullary 2; Dm2', 'Dm2']"
720575940643860276,['L5']
720575940643863496,"['MBON20; y1y2', 'MBON20, y1y2, FBbt_00111013']"
720575940643867296,['unclassified_IN_FW_539']
720575940643895076,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940643918536,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940643928736,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940643931296,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940643931336,"['ORN_DM3; Or47a; FBbt_00067054', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940643937316,"['adult fan-shaped body horizontal delta neuron I; FB2, 3, 4, 5D5FB4, 5v; hDeltaI; hΔI; FBbt_00052285']"
720575940643956896,"['medial ocellar retinula cell', 'ocellar retinula cell']"
720575940643962016,"['Transmedullary Y neuron 17, TmY17 (A. Nern naming system)']"
720575940643965856,['Mi14; Medullary intrinsic neuron 14; FBbt_00111284']
720575940643981256,['Dm16; Distal medullary amacrine neuron 16; FBbt_00111277']
720575940644004206,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940644033646,['Lamina monopolar 5; L5']
720575940644052846,['Tm24; Transmedullary neuron 24; FBbt_00003812']
720575940644065736,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940644067016,['Lamina monopolar 5; L5']
720575940644069486,['T3; FBbt_00003730']
720575940644070856,['Lamina monopolar 2; L2']
720575940644074656,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940644082286,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940644087496,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940644096366,['Lobula Columnar neuron 18; LC18; Lcn18; FBbt_00111753']
720575940644099016,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940644125896,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940644128456,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940644134856,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940644136136,['Lamina monopolar 4; L4']
720575940644137416,['Transmedullary 2; Tm2']
720575940644143816,"['medial ocellar retinula cell', 'ocellar retinula cell']"
720575940644152776,['T2a; FBbt_00003729']
720575940644163016,['T2; FBbt_00003728']
720575940644179656,['Lamina monopolar 4; L4']
720575940644186056,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940644196296,['(new type) Serpentine Distal Medulla 102_67; SDm102_67']
720575940644219336,['TmY20; Transmedullary Y neuron 20']
720575940644237216,['Dm18; Distal medullary amacrine neuron 18; FBbt_00111279']
720575940644259876,"['aSP10c, aSP10C_b']"
720575940644265376,"['Retinula axon 7; R7', 'Retinula axon; R7', 'Retinula axon; R']"
720575940644269216,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940644293156,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940644317476,['Centrifugal 2; C2']
720575940644318596,"['Dm2', 'Dm2a; Dm2']"
720575940644318756,['taste sensory (gustatory) neurons']
720575940644319796,['AVLP_pr02']
720575940644330656,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940644349476,['T2; FBbt_00003728']
720575940644356296,['Transmedullary 20; Tm20']
720575940644360096,['Retinula axon; R1-6']
720575940644360136,"['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135', 'Mi15']"
720575940644366536,"['ORN_VA6; Or82a; FBbt_00067044', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940644367396,"['transmedullary neuron Tm9, Cholinergic, FBbt_00003797']"
720575940644388256,['Retinula axon; R1-6']
720575940644390436,"['LAL156, [FBbt_20001452]', 'DM5_dorsal']"
720575940644395936,['TmY16; Transmedullary Y neuron 16; https://doi.org/10.1016/j.cub.2022.06.061']
720575940644398116,['Transmedullary 5b; Tm5b']
720575940644398536,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940644403656,['T4d; FBbt_00003735']
720575940644405796,['T4b; FBbt_00003733']
720575940644418976,['Retinula axon; R1-6']
720575940644422816,['Retinula axon; R1-6']
720575940644431776,"['Retinula axon; R7', 'Retinula axon; R8']"
720575940644440776,['Y3; FBbt_00003914']
720575940644449316,['T5c; FBbt_00003739']
720575940644504736,['Retinula axon; R1-6']
720575940644543136,"['lobula columnar neuron LC10; (e.g. Otsuna and Ito J Comp Neurol 2014, Costa et al. Neuron 2016, Wu et al. eLife 2016)']"
720575940644552096,['Lamina monopolar 2; L2']
720575940644562286,"['ADM09', 'DNc']"
720575940644567406,['TmY9 (putative)']
720575940644574756,['T2a; FBbt_00003729']
720575940644576456,['(new type) Lobula Medulla 102b_L3-M8; LM102b_L3-M8']
720575940644590116,"['ORN_DA2; Or33a; Or56a; FBbt_00067063', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)', 'Antennal Lobe Receptor Neuron(ALRN), Olfactory Sensory Neuron (ORN)']"
720575940644591816,"['Tm1; Transmedullary neuron 1; FBbt_00003789', 'Transmedullary neuron 1, Tm1, FBbt_00003789 (Fischbach and Dittrich, 1989)', 'Transmedullary neuron 1, Tm1, [FBbt_00003789], (Fischbach & Dittrich, 1989)']"
720575940644608036,['T4b; FBbt_00003733']
720575940644608416,['Retinula axon 1-6 R1-6']
720575940644609696,"['Dm3q', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940644613536,"['Retinula axon 1-6; R1-6', 'Retinula axon; R']"
720575940644615716,"['MBON31, a`1a, FBbt_00049851', 'MBON31; MBONs from Janelia`s hemibrain dataset are described in this paper https://elifesciences.org/articles/62576']"
720575940644617416,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940644622496,['Lamina monopolar 1; L1']
720575940644623396,"['LHAV2b11', 'VLPl2_dorsal']"
720575940644646816,['Proximal medulla 2; Pm2']
720575940644657956,"['Mi13; Medullary intrinsic neuron 13; FBbt_00111283', 'Medulla intrinsic; Mi']"
720575940644659236,"['12A_DN_X_28', 'DNg']"
720575940644666056,['T5c; FBbt_00003739']
720575940644666916,['ascending_FW_195']
720575940644667246,"['ORN_VM4; Ir76a; FBbt_00110018', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940644671176,"['(new type) Transmedullary 106_M7-L56; Tm106_M7-L56', '(new type) Transmedullary 101b_M78-L5; Tm101b_M78-L5']"
720575940644680996,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940644699296,['TmY16; Transmedullary Y neuron 16; https://doi.org/10.1016/j.cub.2022.06.061']
720575940644705736,['Retinula axon; R1-6']
720575940644712096,['Transmedullary; Tm']
720575940644715936,['Centrifugal 2; C2']
720575940644727076,['tm21']
720575940644733806,"['pIP12, put_PVM14c']"
720575940644736456,['T5b; FBbt_00003738']
720575940644740256,['DNg']
720575940644746606,"['ORN_DL3; Or65; FBbt_00067011', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940644753056,['Mi10; Medullary intrinsic neuron 10; FBbt_00003785']
720575940644758216,['Retinula axon; R1-6']
720575940644764196,['T2; FBbt_00003728']
720575940644776136,['(new type) Lobula Medulla 102b_L3-M8; LM102b_L3-M8']
720575940644798756,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940644811316,['DM6']
720575940644815396,"['(new type) Lobula Plate Intrinsic 108_43; Lpi108_43', '(new type) Lobula Plate Intrinsic 107_34; Lpi107_34']"
720575940644816676,['Transmedullary 5c; Tm5c']
720575940644817006,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940644820516,['Lamina monopolar 5; L5']
720575940644825636,['T1']
720575940644828616,['Retinula axon; R1-6']
720575940644858916,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940644873416,['Retinula axon 8 R8']
720575940644883656,['Retinula axon 7 R7']
720575940644891336,['T5a; FBbt_00003737']
720575940644893896,['Retinula axon; R1-6']
720575940644900296,['Retinula axon; R1-6']
720575940644920686,['Transmedullary Y 11; TmY11']
720575940644920776,['Retinula axon; R1-6']
720575940644937416,['T5a; FBbt_00003737']
720575940644939976,['Dm12; Distal medullary amacrine neuron 12']
720575940644941876,['aSP11a']
720575940644943816,['Lamina monopolar 5; L5']
720575940644945096,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940644950216,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940644954056,['Dm8']
720575940644972836,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940644986056,['Lamina monopolar 5; L5']
720575940644986916,"['(new type) Serpentine Distal Medulla 103_34567; SDm103_34567', 'Distal medullary 2; Dm2']"
720575940645002276,['Lamina monopolar 1; L1']
720575940645007816,['Distal medullary 2b; Dm2b']
720575940645020526,['T5d; FBbt_00003740']
720575940645024036,"['Transmedullary Y neuron 15, TmY15, [FBbt_00048246] (Takemura et al. 2017)']"
720575940645032996,"['LC10 (Wu, 2016)']"
720575940645039396,"['T4c', 'T4']"
720575940645044936,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940645049636,['T3; FBbt_00003730']
720575940645060296,['L2 Lamina Monopolar']
720575940645062856,['Retinula axon; R1-6']
720575940645067316,"['T2a; FBbt_00003729', 'T2']"
720575940645069256,['Transmedullary Y neuron 14; TmY14']
720575940645075656,"['Centrifugal neuron 2, C2, FBbt_00003743 (Fischbach & Dittrich, 1989)']"
720575940645079406,['T5c; FBbt_00003739']
720575940645089646,['T4c; FBbt_00003734']
720575940645099976,['Proximal medulla 2; Pm2']
720575940645102446,['T5c; FBbt_00003739']
720575940645106376,"['JO-E', 'Sensory Neuron', 'not a neuron']"
720575940645108936,['not a neuron']
720575940645128756,['Lamina monopolar 1; L1']
720575940645134536,['(new type) Serpentine Distal Medulla 101_67; SDm101_67']
720575940645151176,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940645151796,['PlpTu_unknown_2']
720575940645158856,"['lobula columnar neuron LC18, FBbt_00111753']"
720575940645172846,['Transmedullary Y 11; TmY11']
720575940645180196,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940645190856,['MeTu4c']
720575940645194606,['T2a; FBbt_00003729']
720575940645241636,['Retinula axon 1-6; R1-6']
720575940645258606,['DNp']
720575940645306676,['aSP1a']
720575940645314596,['Retinula axon; R1-6']
720575940645328436,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940645367406,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940645369636,['Dm20; Distal medullary amacrine neuron 20; FBbt_00111281']
720575940645393006,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940645418276,['Retinula axon; R1-6']
720575940645426286,['T4b; FBbt_00003733']
720575940645427236,['Retinula axon; R8']
720575940645436196,['Retinula axon; R7']
720575940645437476,['Lamina monopolar 2; L2']
720575940645437806,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940645442926,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940645448756,"['adult fan-shaped body horizontal delta neuron J; FB1, 2, 3, 4D5FB4, 5; hDeltaJ; hΔJ; FBbt_00052286']"
720575940645448996,['T5d']
720575940645450116,['LLPC1']
720575940645454116,['(new type) Lobula Intrinsic 102_23; Li102_23']
720575940645459566,['T4c; FBbt_00003734']
720575940645461636,['VLPl2_dorsal']
720575940645463406,['Tm9; Transmedullary neuron 9; FBbt_00003797']
720575940645497636,['T4d; FBbt_00003735']
720575940645503876,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940645516676,['AVLP_pr22']
720575940645524846,['T5d; FBbt_00003740']
720575940645527076,['Retinula axon; R8']
720575940645534516,['DNg']
720575940645538356,['T5d; FBbt_00003740']
720575940645542276,['VESa1']
720575940645547556,['Retinula axon; R1-6']
720575940645548596,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940645568036,['Retinula axon; R1-6']
720575940645570926,['T4d; FBbt_00003735']
720575940645574766,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940645576756,"['ORN_VA2; Or92a; FBbt_00067059', 'VA2 / Or92a ORN', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940645581166,['Transmedullary 20; Tm20']
720575940645587566,['T2a; FBbt_00003729']
720575940645589796,['Retinula axon 1-6 R1-6']
720575940645608046,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940645610276,['Retinula axon; R1-6']
720575940645649716,['T5a; FBbt_00003737']
720575940645665076,['T5a; FBbt_00003737']
720575940645665156,['T1']
720575940645665316,['Centrifugal 3; C3']
720575940645675886,"['Dm3v', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940645686126,"['Tmy11', 'Tm16; Transmedullary neuron 16; FBbt_00003804', 'Transmedullary Y 11; TmY11']"
720575940645689396,['Transmedullary Y 5a; TmY5a']
720575940645689636,['Lamina monopolar 5; L5']
720575940645693476,['DNp']
720575940645698926,['T2; FBbt_00003728']
720575940645707886,['ocellar retinula cell']
720575940645710446,['Tm24; Transmedullary neuron 24; FBbt_00003812']
720575940645715236,['L2 Lamina Monopolar']
720575940645718126,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940645719406,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940645725476,"['#UnknownFP L5', 'L5']"
720575940645727086,['Mi10; Medullary intrinsic neuron 10; FBbt_00003785']
720575940645731876,['Retinula axon; R1-6']
720575940645739556,['Lamina monopolar 4; L4']
720575940645744676,"['LPLC1, lobula plate-lobula columnar neuron 1, FBbt_00111762']"
